search URL:,https://patents.google.com/?q=%28~patent%252fUS20180069262A1%29&q=%28~patent%252fUS11705576B2%29&q=%28~patent%252fUS11258057B2%29&q=%28~patent%252fCN110311168B%29&q=%28~patent%252fCN111344812B%29&q=%28~patent%252fCN111509222A%29&q=%28~patent%252fCN114122503A%29&q=%28~patent%252fGB2039864A%29&oq=%28~patent%252fCN111344812B%29+OR+%28~patent%252fUS11705576B2%29+OR+%28~patent%252fUS11258057B2%29+OR+%28~patent%252fUS20180069262A1%29+OR+%28~patent%252fCN110311168B%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-114902352-A,Sulfide solid electrolyte and method for producing same ,三井金属矿业株式会社,"中山祐辉, 伊藤崇广, 高桥司, 八木辉明",2019-12-27,2020-12-25,2022-08-12,,https://patents.google.com/patent/CN114902352A/en,https://patentimages.storage.googleapis.com/ab/1f/57/a09524d7069c25/HDA0003712754120000011.png
WO-2023132167-A1,Method for producing sulfide solid electrolyte ,出光興産株式会社,孝宜 菅原,2022-01-05,2022-12-01,2023-07-13,,https://patents.google.com/patent/WO2023132167A1/en,https://patentimages.storage.googleapis.com/40/58/fb/0e84da7d18c050/JPOXMLDOC01-appb-D000003.png
JP-2021044236-A,Positive electrode for lithium ion secondary battery ,"東レ株式会社, Toray Ind Inc","智也 小野塚, Tomoya Onozuka, 智也 小野塚, 博昭 川村, Hiroaki Kawamura, 博昭 川村",2019-09-09,2020-08-24,2021-03-18,,https://patents.google.com/patent/JP2021044236A/en,
CN-113073309-A,Surface treatment method of Rb-doped garnet-type solid electrolyte ,光鼎铷业(广州)集团有限公司,"唐浩林, 王仲明, 陈智伟, 陈志华, 詹心泉",2021-03-31,2021-03-31,2021-07-06,,https://patents.google.com/patent/CN113073309A/en,https://patentimages.storage.googleapis.com/df/2b/8f/cb10f469d2d8ed/HDA0003001637560000011.png
US-3404035-A,Secondary battery employing molten alkali metal reactant ,Ford Motor Co,"Joseph T Kummer, Weber Neill",1965-10-22,1965-10-22,1968-10-01,1968-10-01,https://patents.google.com/patent/US3404035A/en,https://patentimages.storage.googleapis.com/ad/a2/91/593a6471810a3d/US3404035-drawings-page-1.png
US-2005147890-A1,Solid inorganic glassy electrolyte and method of production thereof ,"Elena Shembel, Alexander Nosenko, Andrey Kvasha, Peter Novak","Elena Shembel, Alexander Nosenko, Andrey Kvasha, Peter Novak",2003-07-25,2004-07-23,2005-07-07,,https://patents.google.com/patent/US20050147890A1/en,https://patentimages.storage.googleapis.com/5e/82/af/0dc8a7ff241ca4/US20050147890A1-20050707-D00000.png
CN-106340626-A,High-capacity lithium-stored oxide nano-film composite expanded graphite material and preparation method thereof ,复旦大学,"黄高山, 李亚兰, 梅永丰",2016-10-05,2016-10-05,2017-01-18,,https://patents.google.com/patent/CN106340626A/en,
WO-2022254754-A1,Ion conductive solid and all-solid-state battery ,キヤノンオプトロン株式会社,"健志 小林, 恵隆 柴, 典子 坂本, 紗央莉 橋本",2021-05-31,2021-12-09,2022-12-08,,https://patents.google.com/patent/WO2022254754A1/en,
WO-2024095982-A1,Method for manufacturing positive electrode active material for lithium-ion secondary battery ,住友金属鉱山株式会社,"裕希 小鹿, 雄一朗 野間, 幸弘 合田",2022-10-31,2023-10-30,2024-05-10,,https://patents.google.com/patent/WO2024095982A1/en,https://patentimages.storage.googleapis.com/c7/8f/ef/41093c0588efae/JPOXMLDOC01-appb-D000002.png
WO-2024024908-A1,"Negative electrode active material for lithium-ion secondary batteries, method for producing negative electrode active material for lithium-ion secondary batteries, and lithium-ion secondary battery ",住友金属鉱山株式会社,平 相田,2022-07-28,2023-07-27,2024-02-01,,https://patents.google.com/patent/WO2024024908A1/en,https://patentimages.storage.googleapis.com/f9/9c/18/3d6967a1c76cb2/JPOXMLDOC01-appb-D000001.png
CN-115520897-B,Preparation method of high-rate low-temperature-resistant nano lithium vanadate anode material ,江苏大学,"丁建宁, 胡冰清, 徐江, 王宣锭, 程广贵",2022-10-28,2022-10-28,2024-02-13,2024-02-13,https://patents.google.com/patent/CN115520897B/en,
KR-20210053181-A,"Solid ion conductor compound, solid electrolyte comprising the same, electrochemical cell comprising the same, and preparation method thereof ",삼성에스디아이 주식회사,"이석수, 김현석, 김소연",2019-11-01,2020-09-09,2021-05-11,,https://patents.google.com/patent/KR20210053181A/en,https://patentimages.storage.googleapis.com/dd/91/8b/bafa92f81b96f4/pat00001.png
CN-114195504-A,MgAl2O4Preparation method and application of nanowire film ,中山大学,"雷丹妮, 叶思阳, 王成新",2021-11-05,2021-11-05,2022-03-18,,https://patents.google.com/patent/CN114195504A/en,https://patentimages.storage.googleapis.com/0f/26/e9/afacb293d2f0e7/HDA0003339166390000011.png
WO-2024070147-A1,"Positive electrode for secondary battery, production method therefor, and secondary battery ",パナソニックＩｐマネジメント株式会社,穂奈美 迫,2022-09-28,2023-07-18,2024-04-04,,https://patents.google.com/patent/WO2024070147A1/en,https://patentimages.storage.googleapis.com/da/66/61/982bc314a434e2/JPOXMLDOC01-appb-D000011.png
CN-116344944-A,"Aluminum ion electrolyte solution, preparation method and application thereof ",杭州怡莱珂科技有限公司,"叶瑛, 杜昊, 张平萍",2023-03-15,2023-03-15,2023-06-27,,https://patents.google.com/patent/CN116344944A/en,
JP-2023077703-A,Anode for lithium ion secondary battery and lithium ion secondary battery with the anode ,"住友ベークライト株式会社, Sumitomo Bakelite Co Ltd, 学校法人 工学院大学, Kogakuin Univ","義和 小林, Yoshikazu Kobayashi, 貴夫 国実, Takao Kunizane, 志朗 関, Shiro Seki",2021-11-25,2021-11-25,2023-06-06,,https://patents.google.com/patent/JP2023077703A/en,
JP-2024067540-A,"Solid electrolyte precursor solution, method for producing solid electrolyte precursor solution, method for producing solid electrolyte, and method for producing substrate having solid electrolyte layer ",公立大学法人大阪,"敦 作田, 渉 中村, 昌弘 辰巳砂, 晃敏 林",2022-11-04,2022-11-04,2024-05-17,,https://patents.google.com/patent/JP2024067540A/en,
CN-1240150-C,Positive electrode of rechargeable lithium cell and its preparation method ,三星Sdi株式会社,"权镐真, 徐晙源, 李相沅",2001-04-02,2002-04-01,2006-02-01,2006-02-01,https://patents.google.com/patent/CN1240150C/en,https://patentimages.storage.googleapis.com/84/6d/7f/029bca2143a41b/C0210874300181.png
CN-117276639-A,"High-conductivity battery electrolyte, preparation method thereof and solid-state lithium-sulfur battery ",合源锂创(苏州)新能源科技有限公司,"刘敏, 张全权, 宋宇航, 陈垣江",2023-07-07,2023-07-07,2023-12-22,,https://patents.google.com/patent/CN117276639A/en,
KR-20220123179-A,Complex anode for solid-state lithium secondary battery capable of low temperature sintering ,오유근,"오유근, 최병현, 한상훈",2021-02-26,2022-02-25,2022-09-06,,https://patents.google.com/patent/KR20220123179A/en,https://patentimages.storage.googleapis.com/50/a7/2a/e5c6aaa08e7eb4/pat00003.png
JP-2009252582-A,"Proton conductor, and method for manufacturing of proton conductor ","Hiroshima Univ, 国立大学法人広島大学","Hiroshi Fukuoka, 宏 福岡, Hiroyuki Kubota, 雄之 窪田",2008-04-08,2008-04-08,2009-10-29,,https://patents.google.com/patent/JP2009252582A/en,https://patentimages.storage.googleapis.com/65/82/be/7c823cdca5a812/2009252582-5.png
JP-2024059695-A,Method for producing substance containing alkali metal element and sulfur element ,Ａｇｃ株式会社,直樹 藤井,2022-02-02,2024-02-13,2024-05-01,,https://patents.google.com/patent/JP2024059695A/en,https://patentimages.storage.googleapis.com/16/f9/e1/e444527b9a6cf2/2024059695000003.png
US-2023352727-A1,Preparation method of lithium thiophosphate ,Solvay Sa,"Marc-David BRAIDA, Lauriane D'Alencon, Jean-Daniel Compain, Thierry Le Mercier",2019-11-20,2020-11-20,2023-11-02,,https://patents.google.com/patent/US20230352727A1/en,https://patentimages.storage.googleapis.com/da/d4/ea/80291e691fd601/US20230352727A1-20231102-D00000.png
KR-102560211-B1,Sulfide-based solid electrolyte for a secondary batteries and preparation method thereof ,주식회사 포스코제이케이솔리드솔루션,"김태흥, 윤덕기, 임형식, 정명근, 백정현",2022-04-26,2022-04-26,2023-07-28,2023-07-28,https://patents.google.com/patent/KR102560211B1/en,
CN-114520317-A,High-compaction composite positive electrode material for solid-state battery and preparation method and application thereof ,"国联汽车动力电池研究院有限责任公司, 中汽创智科技有限公司","柏祥涛, 刘张波, 杨容, 魏潇博, 弓胜民, 王刘振, 史碧梦, 王建涛",2021-12-28,2021-12-28,2022-05-20,,https://patents.google.com/patent/CN114520317A/en,https://patentimages.storage.googleapis.com/87/94/d8/5f1c6e0b4d9239/HDA0003440351310000011.png
CN-116750801-A,"Rutile type TiNbO 4 Negative electrode material, preparation method and application thereof ","武汉科技大学, 十堰吉度新能源科技有限公司","丛野, 朱军, 许章伟, 谭丽丹, 李轩科, 朱辉",2023-06-16,2023-06-16,2023-09-15,,https://patents.google.com/patent/CN116750801A/en,
CN-116936782-A,"Multilayer coated positive electrode material, preparation method thereof, positive electrode and sodium ion battery ",宜宾锂宝新材料有限公司,"张彬, 刘强, 李曰毅, 陈浩, 张郑, 王政强",2023-09-19,2023-09-19,2023-10-24,,https://patents.google.com/patent/CN116936782A/en,
JP-2008231445-A,Material for transparent conductive film ,"Sumitomo Chemical Co Ltd, 住友化学株式会社","Akira Hasegawa, 彰 長谷川, Takeshi Hattori, 武司 服部, Yuzo Shigesato, 有三 重里",2007-03-16,2007-03-16,2008-10-02,,https://patents.google.com/patent/JP2008231445A/en,
JP-7415241-B1,Method and apparatus for producing sulfide solid electrolyte ,Ａｇｃ株式会社,則史 大森,2022-05-18,2023-05-08,2024-01-17,2024-01-17,https://patents.google.com/patent/JP7415241B1/en,https://patentimages.storage.googleapis.com/c0/4c/78/b63275ac01c5a3/0007415241000001.png
KR-102144284-B1,"Solid electrolyte structures, sodium secondary battery including the same, and method for treating surfaces of the solid electrolyte ","연세대학교 산학협력단, 재단법인 포항산업과학연구원","심우영, 정기영, 이우영, 진단아, 박윤철, 손소리",2018-11-23,2018-11-23,2020-08-13,2020-08-13,https://patents.google.com/patent/KR102144284B1/en,https://patentimages.storage.googleapis.com/f1/43/ef/8364a8fe3c819c/112018117088097-pat00006.png
CN-117550576-A,"NASICON solid electrolyte, low-temperature synthesis method thereof and solid battery ",湖南荷力士新能源科技有限公司,"郑俊波, 张家瑞, 郑珊",2023-09-26,2023-09-26,2024-02-13,,https://patents.google.com/patent/CN117550576A/en,
CN-117525355-A,"Layered oxide crystal powder based on anion valence variation, and preparation method and application thereof ",上海交通大学,"祖丽皮亚·沙地克, 蔡鑫胤, 章俊良, 张瑞, 殷洁炜",2023-12-01,2023-12-01,2024-02-06,,https://patents.google.com/patent/CN117525355A/en,
JP-2020087755-A,Solid electrolyte for all-solid lithium ion battery and all-solid lithium ion battery ,"Ｊｘ金属株式会社, Jx Nippon Mining & Metals Corp","悠貴友 山本, Yukitomo Yamamoto, 悠貴友 山本",2018-11-27,2018-11-27,2020-06-04,,https://patents.google.com/patent/JP2020087755A/en,https://patentimages.storage.googleapis.com/42/ae/0f/88429355979690/2020087755-4.png
CN-103547538-B,"The manufacture method of the manufacture method of granulation body, the manufacture method of melten glass and glass article ",旭硝子株式会社,"安藤良太, 林泰夫",2011-05-25,2012-05-24,2015-11-25,2015-11-25,https://patents.google.com/patent/CN103547538B/en,
CN-118016986-A,"Sodium ion halide solid electrolyte, preparation method thereof and all-solid sodium ion battery ",山东零壹肆先进材料有限公司,"宋杰, 王斌, 臧俊, 刘晓蕾",2024-02-05,2024-02-05,2024-05-10,,https://patents.google.com/patent/CN118016986A/en,
CN-115051027-A,Lithium-chalcogenide-silver-germanium-ore solid electrolyte containing lithium halide in-situ precipitated phase and preparation method and application thereof ,燕山大学,"张隆, 宋瑞丰",2022-07-27,2022-07-27,2022-09-13,,https://patents.google.com/patent/CN115051027A/en,https://patentimages.storage.googleapis.com/26/38/13/a1beb83cbf17bd/HDA0003766910770000011.png
JP-2020140778-A,"Method for manufacturing positive electrode active material for lithium ion secondary battery, positive electrode active material for lithium ion secondary battery, and lithium ion secondary battery ","住友金属鉱山株式会社, Sumitomo Metal Mining Co Ltd","一臣 漁師, Kazuomi Ryoshi, 一臣 漁師",2019-02-26,2019-02-26,2020-09-03,,https://patents.google.com/patent/JP2020140778A/en,https://patentimages.storage.googleapis.com/21/93/0a/cf182ac372ba7f/2020140778-3.png
JP-7086686-B2,Method for manufacturing sulfide-based inorganic solid electrolyte material ,古河機械金属株式会社,"素志 田村, 一富 山本",2018-04-12,2018-04-12,2022-06-20,2022-06-20,https://patents.google.com/patent/JP7086686B2/en,https://patentimages.storage.googleapis.com/8c/f3/dd/1c31f942325276/0007086686000002.png
JP-H06115911-A,Production of sulfide-type lithium ion conductive solid electrolyte ,"Matsushita Electric Ind Co Ltd, 松下電器産業株式会社","Noboru Aotani, 登 青谷, Kazunori Takada, 和典 高田, Shigeo Kondo, 繁雄 近藤",1992-09-29,1992-09-29,1994-04-26,,https://patents.google.com/patent/JPH06115911A/en,
US-2011110838-A1,METHOD OF SOLID-LIQUID MIXING GEL PROCESS FOR LiFePO4 SYNTHESIS ,Intematix Corporation,"Ning Wang, Shifan Cheng",2009-07-10,2010-07-08,2011-05-12,,https://patents.google.com/patent/US20110110838A1/en,https://patentimages.storage.googleapis.com/b1/70/a2/ab1a208b3fba61/US20110110838A1-20110512-D00000.png
CN-117246989-A,"Titanium aluminum lithium phosphate solid electrolyte, lithium ion battery and preparation method of lithium aluminum lithium phosphate solid electrolyte ",清陶(昆山)能源发展股份有限公司,"曾辉振, 张雪, 张德伟",2023-09-22,2023-09-22,2023-12-19,,https://patents.google.com/patent/CN117246989A/en,
CN-114853465-A,Preparation method of high-purity oxide for target material preparation ,株洲火炬安泰新材料有限公司,唐智勇,2022-04-21,2022-04-21,2022-08-05,,https://patents.google.com/patent/CN114853465A/en,
JP-3608507-B2,Method for producing alkali metal thin film member ,住友電気工業株式会社,"裕一 久貝, 進啓 太田, 正策 山中",2000-07-19,2000-12-15,2005-01-12,2005-01-12,https://patents.google.com/patent/JP3608507B2/en,https://patentimages.storage.googleapis.com/a7/eb/de/dec09ff2af8a75/0003608507-3.png
JP-S623547-B2,Patent JPS623547B2 ,Exxon Research Engineering Co,"Eichi Tomupuson Aasaa, Sutanrii Howaiteingamu Emu",1976-04-19,1977-04-07,1987-01-26,,https://patents.google.com/patent/JPS623547B2/en,
JP-2023100539-A,Solid electrolyte member and method for manufacturing solid electrolyte member ,"三菱マテリアル株式会社, Mitsubishi Materials Corp","翔 清水, Sho Shimizu, 完治 久芳, Kanji Hisayoshi",2022-01-06,2022-01-06,2023-07-19,,https://patents.google.com/patent/JP2023100539A/en,https://patentimages.storage.googleapis.com/11/d5/d1/d6562af37f0579/2023100539000005.png
CN-111115686-A,"Metal phase molybdenum disulfide, electrode, preparation method, electrocatalyst and energy storage element ",吉林大学,"李楠, 刘志鹏, 王凯雯, 黄国庆, 苑世盛",2019-12-31,2019-12-31,2020-05-08,,https://patents.google.com/patent/CN111115686A/en,https://patentimages.storage.googleapis.com/45/a3/85/f2290537f0ec4a/HDA0002351285420000011.png
JP-2018063759-A,Sulfide solid electrolyte ,"トヨタ自動車株式会社, Toyota Motor Corp","英里香 長井, Erika NAGAI, 英里香 長井",2016-10-11,2016-10-11,2018-04-19,,https://patents.google.com/patent/JP2018063759A/en,
CN-113812020-A,Method for manufacturing solid-state battery electrode and solid-state battery electrode manufactured using the same ,株式会社Lg新能源,"李锡佑, 柳志勋, 金恩妃, 李廷弼",2019-05-08,2020-05-08,2021-12-17,,https://patents.google.com/patent/CN113812020A/en,https://patentimages.storage.googleapis.com/bf/74/d5/e12aa85d969331/HDA0003339827330000011.png
CN-114930593-A,Solid electrolyte material and battery using the same ,松下知识产权经营株式会社,"宫武和史, 西尾勇祐, 久保敬, 浅野哲也, 酒井章裕",2020-01-29,2020-11-25,2022-08-19,,https://patents.google.com/patent/CN114930593A/en,https://patentimages.storage.googleapis.com/88/de/70/a5f4ba162e92bd/HDA0003729887640000011.png
KR-20150081968-A,Surface Treatment Method of Lithium Manganese Oxide and Lithium Manganese Oxide manufactured using the same ,동국대학교 산학협력단,"강용묵, 조미루",2014-01-07,2014-01-07,2015-07-15,,https://patents.google.com/patent/KR20150081968A/en,https://patentimages.storage.googleapis.com/70/81/e1/d392d744e58ed6/pat00001.png
WO-2023053807-A1,Solid electrolyte material and battery using same ,パナソニックＩｐマネジメント株式会社,"洋平 林, 章裕 酒井",2021-09-28,2022-08-26,2023-04-06,,https://patents.google.com/patent/WO2023053807A1/en,https://patentimages.storage.googleapis.com/8d/e2/b0/753e6b96bb4fdf/JPOXMLDOC01-appb-D000008.png
JP-H0554712-A,Lithium ion conductive solid electrolyte material ,"Nippon Telegr & Teleph Corp <Ntt>, 日本電信電話株式会社","Hideaki Otsuka, 秀昭 大塚, Takahisa Masashiro, 尊久 正代, Junichi Yamaki, 準一 山木",1991-08-23,1991-08-23,1993-03-05,,https://patents.google.com/patent/JPH0554712A/en,
CN-104685694-A,Porous metal supported thin film sodium ion conducting solid state electrolyte ,材料和系统研究公司,"A·V·维尔卡, J-N·许, G·陶, N·韦伯",2012-05-23,2013-05-20,2015-06-03,,https://patents.google.com/patent/CN104685694A/en,
CN-114039087-A,Sulfide solid electrolyte and application thereof ,厦门大学,"龚正良, 王东浩, 郑雪凡, 周玮哲",2021-11-08,2021-11-08,2022-02-11,,https://patents.google.com/patent/CN114039087A/en,https://patentimages.storage.googleapis.com/49/cb/6a/c7a5df25b9d83a/HDA0003342975760000011.png
KR-20240052520-A,"Solid electrolyte, preparing method of the same, positive electrode, and all-solid rechargeable battery ","삼성에스디아이 주식회사, 현대자동차주식회사, 기아 주식회사","홍석기, 하명주, 양휘철, 윤필상, 김현범, 류영균, 박규성, 김사흠, 장용준, 김용구, 조성만, 최선호, 최성현",2022-10-14,2022-10-14,2024-04-23,,https://patents.google.com/patent/KR20240052520A/en,
KR-20230035788-A,"Method for manufacturing glass powder for solid electrolyte, glass powder for solid electrolyte manufactured thereby, all solid state battery comprising the same and method for manufacturing thereof ",주식회사 아모그린텍,"조현우, 강민선",2021-09-06,2021-09-06,2023-03-14,,https://patents.google.com/patent/KR20230035788A/en,https://patentimages.storage.googleapis.com/fa/f8/51/39ac0c111c6c91/pat00001.png
CN-117878307-A,Sodium manganate positive electrode material and preparation method and application thereof ,深圳华钠新材有限责任公司,"黄泽琦, 蔡伟华, 赵建明, 郭启涛",2024-01-12,2024-01-12,2024-04-12,,https://patents.google.com/patent/CN117878307A/en,
CN-117558870-A,"Solid-state positive electrode, preparation method thereof and solid-state battery ","中国第一汽车股份有限公司, 国联汽车动力电池研究院有限责任公司","孙焕丽, 柏祥涛, 翟喜民, 王刘振, 别晓非, 赵春荣, 姜涛, 杨容",2024-01-11,2024-01-11,2024-02-13,,https://patents.google.com/patent/CN117558870A/en,
CN-116031475-A,Halide solid electrolyte and preparation method and application thereof ,深圳大学,"姚蕾, 李文进, 陈衍森",2022-12-02,2022-12-02,2023-04-28,,https://patents.google.com/patent/CN116031475A/en,https://patentimages.storage.googleapis.com/6f/45/6b/6f41061e664962/HDA0003978400770000011.png
KR-20240016788-A,Solid electrolyte and preparing method of the same ,"삼성에스디아이 주식회사, 현대자동차주식회사, 기아 주식회사","윤필상, 김현범, 홍석기, 하명주, 양휘철",2022-07-29,2022-07-29,2024-02-06,,https://patents.google.com/patent/KR20240016788A/en,
CN-116615821-A,"Electrolyte for nonaqueous secondary battery, nonaqueous secondary battery using same, and discharge method for nonaqueous secondary battery ",国立研究开发法人产业技术综合研究所,"河野一重, 竹内友成, 荣部比夏里",2020-11-10,2021-11-10,2023-08-18,,https://patents.google.com/patent/CN116615821A/en,
KR-20240034434-A,"Solid electrolyte, and lithium secondary battery comprising the same ","포스코홀딩스 주식회사, 재단법인 포항산업과학연구원","권오민, 오광석, 최복규, 남상철",2022-09-07,2022-09-07,2024-03-14,,https://patents.google.com/patent/KR20240034434A/en,
CN-116093419-A,"Organic-inorganic composite solid electrolyte, preparation method thereof and solid lithium battery ",广东工业大学,"霍延平, 罗雄伟, 陆嘉晟, 许希军, 赵经纬, 籍少敏",2022-12-13,2022-12-13,2023-05-09,,https://patents.google.com/patent/CN116093419A/en,https://patentimages.storage.googleapis.com/40/ed/a7/9020495f74a097/HDA0003995607100000011.png
KR-20180113147-A,"Non-flammable, highly conductive, and mechanically robust solid-state hybrid electrolytes operating at subzero temperatures ",포항공과대학교 산학협력단,"박문정, 권태영",2017-04-05,2017-10-26,2018-10-15,,https://patents.google.com/patent/KR20180113147A/en,https://patentimages.storage.googleapis.com/58/74/cf/5b12728d612c4d/pat00001.png
CN-101927990-A,Preparation method of lithium iron phosphate ,北京创世威纳科技有限公司,"王长梗, 史密斯·王",2009-06-24,2009-06-24,2010-12-29,,https://patents.google.com/patent/CN101927990A/en,
CN-117895065-A,"Composite electrolyte, preparation method and application thereof, and all-solid-state battery ",中国第一汽车股份有限公司,"高昕宇, 郝雪纯, 别晓非, 姜涛, 计结胜, 孙焕丽",2023-12-06,2023-12-06,2024-04-16,,https://patents.google.com/patent/CN117895065A/en,
KR-20020013887-A,Lithium-mixed oxide particles coated with metal-oxides ,"플레믹 크리스티안, 메르크 파텐트 게엠베하","오스텐뤼디거, 하이더우도, 퀴너안트레아스, 로쯔나타샤, 아만아냐, 니만마를리스",1999-05-15,2000-04-25,2002-02-21,,https://patents.google.com/patent/KR20020013887A/en,
CN-114314693-A,"Modified ternary cathode material, preparation method thereof and lithium ion battery ",合肥融捷能源材料有限公司,"袁争, 朱二涛, 戴吴月, 胡刚刚, 吴胜坤, 刘克帆, 李刚",2021-12-29,2021-12-29,2022-04-12,,https://patents.google.com/patent/CN114314693A/en,https://patentimages.storage.googleapis.com/d1/a5/56/63aeebef9d3c66/HDA0003441984950000011.png
JP-2000313621-A,"Substituted lithium manganate, its production, positive pole material for organic electrolyte secondary battery and metalorganic electrolyte secondary battery ","Chisso Corp, チッソ株式会社","Masatsugu Yamaguchi, 雅嗣 山口, Keizo Iwatani, 敬三 岩谷, Eriko Kawashima, 恵利子 川島, Hisao Oikawa, 尚夫 及川",1999-04-28,1999-04-28,2000-11-14,,https://patents.google.com/patent/JP2000313621A/en,
CN-115810740-A,Anode active material and lithium secondary battery including the same ,Sk新能源株式会社,"郑周昊, 金直洙, 朴贵玉",2021-09-14,2022-09-09,2023-03-17,,https://patents.google.com/patent/CN115810740A/en,https://patentimages.storage.googleapis.com/dc/93/6f/ea773b399be8f8/HDA0003841423090000011.png
JP-2001048545-A,Production of lithium-manganese multiple oxide and secondary battery using the same ,"Mitsubishi Chemicals Corp, 三菱化学株式会社","Koji Shima, 耕司 島, Yasushi Tsurita, 寧 釣田",1999-08-09,1999-08-09,2001-02-20,,https://patents.google.com/patent/JP2001048545A/en,
US-6180284-B1,Electrochemical power cells and method of improving electrochemical power cell performance ,Mine Safety Appliances Company,"Pinakin M. Shah, Marvin L. Kronenberg, Richard F. Bis, Donald L. Warburton, Joseph J. Bytella, Dayal T. Meshri",1998-06-05,1998-06-05,2001-01-30,2001-01-30,https://patents.google.com/patent/US6180284B1/en,https://patentimages.storage.googleapis.com/3b/f6/93/19ea5cd9f84764/US6180284-drawings-page-2.png
KR-20170010623-A,Lithium secondary battery comprising solid electrolyte ,주식회사 엘지화학,"김장배, 김수환",2015-07-20,2015-07-20,2017-02-01,,https://patents.google.com/patent/KR20170010623A/en,https://patentimages.storage.googleapis.com/79/90/bf/a98914ec57f887/pat00004.png
US-6773851-B1,Synthesis of Li2Mn4O9 using lithium permanganate precursor ,The United States Of America As Represented By The Secretary Of The Navy,"William A. Ferrando, William P. Kilroy, Steven Dallek",2002-07-01,2002-07-01,2004-08-10,2004-08-10,https://patents.google.com/patent/US6773851B1/en,https://patentimages.storage.googleapis.com/9f/f8/12/36414af0803fb6/US06773851-20040810-D00000.png
CN-108281626-B,Preparation method of high-performance zinc oxide/ferric oxide/zinc ferrite ternary composite negative electrode material for lithium ion battery ,桂林理工大学,"李延伟, 姚金环, 郑远远, 严靖",2018-01-03,2018-01-03,2020-06-05,2020-06-05,https://patents.google.com/patent/CN108281626B/en,https://patentimages.storage.googleapis.com/f1/6d/91/2b9f3c0743eef2/HDA0001538309700000011.png
KR-100946750-B1,Li-B-W-O BASED SOLID ELECTROLYTE THIN FILM FOR SECONDARY BATTERIES USING THERMAL EVAPORATION AND FABRICATION THEREOF ,한국과학기술연구원,"최지원, 윤석진, 윤영수, 김수호, 고재환",2007-12-12,2007-12-12,2010-03-11,2010-03-11,https://patents.google.com/patent/KR100946750B1/en,https://patentimages.storage.googleapis.com/6b/3e/70/9e9946733909f0/112007089233602-pat00002.png
CN-116417661-A,Preparation method of cluster cage-shaped metal borohydride solid electrolyte ,复旦大学,"宋云, 李舒扬, 孙大林, 王飞, 蒋若翰, 尹宇航, 周为",2021-12-29,2021-12-29,2023-07-11,,https://patents.google.com/patent/CN116417661A/en,https://patentimages.storage.googleapis.com/36/46/c4/eb29639bccfcf4/HDA0003444036830000011.png
JP-2022076865-A,"Electrolytic solution for non-aqueous secondary battery, and non-aqueous secondary battery using the same ","国立研究開発法人産業技術総合研究所, National Institute Of Advanced Industrial Science And Technology","一重 河野, Kazushige Kono, 友成 竹内, Tomonari Takeuchi, 比夏里 栄部, Hikari Sakabe",2020-11-10,2020-11-10,2022-05-20,,https://patents.google.com/patent/JP2022076865A/en,https://patentimages.storage.googleapis.com/c1/1f/4e/fbefe44e1d3623/2022076865000002.png
CN-116387512-A,"Negative electrode material, preparation method and application thereof ",蜂巢能源科技股份有限公司,"徐昌盛, 赵晓锋, 刘静, 杨红新",2023-03-29,2023-03-29,2023-07-04,,https://patents.google.com/patent/CN116387512A/en,https://patentimages.storage.googleapis.com/bd/0d/92/3ab14a1ab9d9d3/HDA0004155357280000011.png
KR-20160133958-A,Cationic solid electrolytes and Manufacturing method thereof ,포항공과대학교 산학협력단,"정하빈, 강병우",2015-05-14,2015-05-14,2016-11-23,,https://patents.google.com/patent/KR20160133958A/en,https://patentimages.storage.googleapis.com/18/ea/5e/1bd48538840dd7/pat00001.png
CN-117766852-A,Intermediate layer for cathode/solid electrolyte interface in solid-state battery and preparation method thereof ,"中国科学院上海硅酸盐研究所, 康宁股份有限公司","M·E·巴丁, 蔡明俐, 靳俊, 宋真, 温兆银, 修同平, 姚柳",2022-09-19,2022-09-19,2024-03-26,,https://patents.google.com/patent/CN117766852A/en,
TW-I822956-B,"Method for manufacturing positive electrode active material for lithium ion secondary batteries, positive electrode active material for lithium ion secondary batteries, lithium ion secondary battery ","日商住友金屬礦山股份有限公司, 日商松下新能源股份有限公司",鈴木淳,2019-02-21,2020-02-20,2023-11-21,2023-11-21,https://patents.google.com/patent/TWI822956B/en,
KR-102678433-B1,Method for producing sulfide-based inorganic solid electrolyte material ,후루카와 기카이 긴조쿠 가부시키가이샤,"데츠야 마츠바라, 다츠시 요시다, 모토시 다무라, 가즈토미 야마모토",2019-03-29,2020-03-06,2024-06-25,2024-06-25,https://patents.google.com/patent/KR102678433B1/en,
JP-3098248-B2,Ion conductor or electrolyte for batteries ,ヴアルタ・バツテリー・アクチエンゲゼルシヤフト,"ハインツ・ペー・フリツツ, クラウス・シユタイン",1989-09-04,1990-09-04,2000-10-16,2000-10-16,https://patents.google.com/patent/JP3098248B2/en,
JP-7420296-B1,Method for producing sulfide solid electrolyte powder and apparatus for producing the same ,Ａｇｃ株式会社,"直樹 藤井, 則史 大森",2023-01-27,2023-01-27,2024-01-23,2024-01-23,https://patents.google.com/patent/JP7420296B1/en,https://patentimages.storage.googleapis.com/70/79/fb/2dfe1f98e919f5/0007420296000003.png
